GEOID,population,density,nonwhite,college,unemployment,income,gini,uninsured
29145,58202,35.861266140095744,0.9075461324353115,0.08905192261434315,0.03951143854207057,25786,0.4631,0.1297193988358961
29147,22547,9.916000024345603,0.9363108174036457,0.08506674945669047,0.0379607555474051,19792,0.4591,0.08189556015642972
29149,10699,5.218707778010645,0.9552294606972614,0.060192541359005515,0.02688593056643174,20689,0.4448,0.17312783661119516
29151,13619,8.571979289841526,0.9789999265731698,0.09589544019384683,0.02431656849418517,30191,0.3756,0.05266280967215547
29153,9236,4.721904476041393,0.9618882633174535,0.050346470333477694,0.06883116883116883,18970,0.4518,0.14061649057836836
29155,17031,12.804088897387267,0.7008983618108156,0.04932182490752158,0.10007955449482896,18827,0.4895,0.13723164511920294
29157,19146,15.267177550821781,0.9726835892614646,0.07354016504752951,0.03739580986708718,28143,0.3754,0.05882665250862756
29159,42371,23.835205963003094,0.911142054707229,0.0772226286847136,0.056839815066630404,23369,0.4351,0.1344674733437163
29161,44789,25.64878584319601,0.9059143986246623,0.1025251735917301,0.059754607744197163,23062,0.4832,0.08750028423948883
29163,18489,10.425431557879744,0.8907458488831197,0.08361728595381038,0.04351464435146443,22162,0.4245,0.1084708199950751
29165,98824,89.32532746253469,0.8568566340160285,0.17310572330607948,0.032814281782076994,38927,0.4291,0.062475762832942136
29167,31549,18.96094101789544,0.9546102887571714,0.07917842086912422,0.05000363927505641,22359,0.4293,0.12402004883691042
29169,52591,36.817552901045254,0.7457359624270312,0.09087106158848472,0.08971291866028708,22190,0.3836,0.10356125715149835
29171,4815,3.577576091937207,0.9636552440290758,0.08681204569055036,0.04373333333333333,22688,0.449,0.159915611814346
29173,10217,8.152177938611315,0.9665263776059508,0.062151316433395325,0.04587352625937835,27818,0.3961,0.09308510638297872
29175,24945,19.745066598563945,0.9013830426939267,0.06690719583082783,0.05725712056184159,24601,0.4243,0.10007419368917209
29177,22825,15.355814106320972,0.9587294633077765,0.06812705366922234,0.05105395474763102,29450,0.4056,0.10646691192766278
29179,6315,2.9934360923921792,0.9505938242280285,0.05985748218527316,0.06981519507186858,22182,0.4368,0.12435064935064935
29181,13693,8.371030083101829,0.9628277221938216,0.04878405024465055,0.06670533642691415,17912,0.427,0.1427628684557853
29183,389985,254.11434788458124,0.8994115158275319,0.16292165083272434,0.03085016626135292,37581,0.3975,0.049460065462230356
